GENERAL|ALL|BpMrs,3r2k1/p6p/1p6/2pnB3/P7/2P3P1/6KP/5R2 w - - 3 31,f1f5 d5e3 g2f3 e3f5,801,130,88,16,crushing endgame fork master short,https://lichess.org/rKycawN8#61,,
GENERAL|ALL|dSfOC,2k5/ppqn1p2/2p2pp1/2P3p1/3P4/3QBB1r/PP3P1b/R4R1K w - - 0 22,f3g4 h2g1 g4h3 c7h2,1513,78,92,3490,clearance discoveredAttack discoveredCheck kingsideAttack mate mateIn2 middlegame sacrifice short,https://lichess.org/7r76IoY7#43,,
GENERAL|ALL|YzYJL,r3rk2/ppp2p1R/2n1b1p1/3nP1Q1/8/2Pq1N2/PP1N1PPP/R5K1 b - - 0 18,d3f5 h7h8 f8g7 g5h6,1204,83,92,1210,mate mateIn2 middlegame short triangleMate,https://lichess.org/MAAqfXiU/black#36,Elephant_Gambit Elephant_Gambit_Paulsen_Countergambit,
GENERAL|ALL|ZObPi,r2r2k1/pp3ppp/1bp1p3/4P3/1P2BQPq/2P4P/P5K1/3R1R2 b - - 0 21,d8d1 f4f7 g8h8 f7f8 a8f8 f1f8,1032,89,100,74,kingsideAttack long mate mateIn3 middlegame sacrifice,https://lichess.org/8c1jf9FK/black#42,,
GENERAL|ALL|LhF8I,2rr4/5qpk/4p1p1/3pR3/3P1P2/2P4P/5Q2/4R1K1 b - - 0 34,c8c3 f2h4 h7g8 h4d8,955,77,100,365,crushing endgame fork master short,https://lichess.org/RRfHW8Er/black#68,,
GENERAL|ALL|YVxcT,rn1q1r1k/ppp3bp/4Q1pn/3p4/5P2/2PB3P/PP4P1/RNB2RK1 w - - 1 14,b1a3 f8e8 e6e8 d8e8,1356,80,92,3159,crushing master middlegame short trappedPiece,https://lichess.org/h6RtAqYk#27,Modern_Defense Modern_Defense_Three_Pawns_Attack,
GENERAL|ALL|VOVF0,r1bqr3/ppp3kB/2n2p2/4p1NQ/3P4/2b5/P4PPP/R4RK1 b - - 1 19,d8e7 h5g6 g7h8 g5f7 e7f7 g6f7,1114,79,92,406,crushing long middlegame,https://lichess.org/K05LJmwK/black#38,,
GENERAL|ALL|goxwJ,2r2b2/1p3k2/1p2bp1p/3p2p1/r2P4/P2NP1P1/1PR2RBP/6K1 b - - 7 27,a4c4 d3e5 f7g7 e5c4,1394,74,80,240,advantage master middlegame pin short,https://lichess.org/EUYwcTAK/black#54,,
GENERAL|ALL|ZvTaA,r1bq1rk1/pp2bppp/4pn2/2p3N1/3nN3/P2Q4/BP1B1PPP/R3K2R b KQ - 4 12,c8d7 e4f6 g7f6 d3h7,985,76,99,645,discoveredAttack kingsideAttack mate mateIn2 middlegame short,https://lichess.org/7nipEnqZ/black#24,Sicilian_Defense Sicilian_Defense_French_Variation,
GENERAL|ALL|YDhPu,8/8/7p/6p1/7P/5KPk/8/8 w - - 0 50,h4h5 h3h2 f3g4 h2g2 g4f5 g2g3,2100,74,84,463,crushing endgame long pawnEndgame,https://lichess.org/XlpaeSNE#99,,
GENERAL|ALL|gDsoy,r4q2/bb1k1pN1/5Q2/1pp1P3/5p2/2P4P/1PBr1PP1/4R1K1 b - - 0 37,d2c2 e5e6 f7e6 e1d1 b7d5 f6e6 d7c7 e6d5,2460,85,93,614,advantage exposedKing intermezzo middlegame pin veryLong,https://lichess.org/0bYFF8BM/black#74,,
GENERAL|ALL|dcU4c,8/ppR5/3n3p/3Pk3/B1P1p2P/4Kp2/5Pr1/8 b - - 4 43,g2g1 c7e7 e5f6 e7e6 f6f7 e6d6 g1e1 e3f4,1813,76,94,3151,advantage endgame fork veryLong,https://lichess.org/8sG0AEU8/black#86,,
GENERAL|ALL|E4BXY,8/4bpkp/2b3p1/rp1Np3/8/P3BP2/1P3KPP/3R4 b - - 3 24,e7d8 d5b4 d8h4 g2g3,1534,75,72,1012,crushing defensiveMove endgame master short,https://lichess.org/wBfw4sUr/black#48,,
GENERAL|ALL|orAcb,3rrk2/pp3n2/3q2Q1/2pb1pP1/3p1P2/1P2PN2/PKP5/4RB1R w - - 1 26,f3e5 d6g6 e5g6 f8g7 g6h4 d5h1,2424,78,93,4569,advantage long master masterVsMaster middlegame,https://lichess.org/GnMO149T#51,,
GENERAL|ALL|Yrnwc,rn3rk1/4bpp1/3p3p/pP1Pp3/8/1Nq2N1P/5PP1/R2QR1K1 w - - 0 20,a1a5 a8a5 b3a5 c3a5,1326,104,89,20,crushing middlegame short,https://lichess.org/Mht2t3OS#39,,
GENERAL|ALL|aTd8J,8/2Q2pkp/1pNr1qp1/p1nP4/8/4rB1P/P5P1/5RK1 b - - 0 37,c5a4 f3d1 e3e1 f1e1,1922,75,92,2412,crushing middlegame short,https://lichess.org/iDLwwpmz/black#74,,
GENERAL|ALL|5dfTk,r1b5/pp1n2Q1/3kp1P1/3p4/6q1/1N1n4/PP1B1K2/R4R2 w - - 6 28,f2e3 g4e4,1441,77,92,1146,mate mateIn1 middlegame oneMove,https://lichess.org/0SoN9nLY#55,,
GENERAL|ALL|IIW2y,3k4/5K2/1p5p/2prP3/8/8/8/4R3 b - - 0 44,d8d7 e5e6 d7c6 e6e7,594,89,80,70,advancedPawn crushing endgame rookEndgame short,https://lichess.org/VfKx2SGc/black#88,,
GENERAL|ALL|jGjlY,r1bqr1k1/2p1nppp/p7/1p1n4/2BP4/BQ2PN2/P4PPP/R4RK1 w - - 0 14,a3e7 b5c4 e7d8 c4b3,1799,74,87,371,advantage middlegame short,https://lichess.org/fPbBRXea#27,Queens_Gambit_Declined Queens_Gambit_Declined_Queens_Knight_Variation,
GENERAL|ALL|NQ3W3,6k1/4rbp1/4p3/6p1/1RB3Pr/8/1P3P2/4R1K1 w - - 1 38,b4b6 h4g4 g1f1 g4c4,981,83,95,3050,advantage endgame fork short,https://lichess.org/DBCu45f7#75,,
GENERAL|ALL|HwE9E,r2kr3/pp1n2p1/2pQ1R2/7q/8/8/PP3PpP/3R2K1 b - - 0 25,e8e7 f6f8 h5e8 f8e8,1168,78,88,244,advantage middlegame pin short,https://lichess.org/bd0zHBcm/black#50,,
